;Unnamed: 0;Submitby Date Time;Tc Direct Project ID;Challenge Manager;Challenge Copilot;Posting Date Date;Track;Technology List;Duration;Num Valid Submissions;First Place Prize;Num Appeals;Num Checkpoint Submissions;Num Registrations;Num Submissions;Num Submissions Passed Review;Num Successful Appeals;Num Valid Checkpoint Submissions;Contest Prizes Total;Copilot Cost;Total Prize
3979;3980;2016-12-24 13:34:37;9610;AAAAAAAAAH;AAAAAAAAAA;2016-12-16;Develop;.NET,ASP.NET,Angular.js,C#,CSS,JavaScript,REST,SQL Server;14389;1;US$1.400,00;0;0;23;1;1;0;0;US$2.504,00;US$600,00;US$2.100,00
3980;3981;2016-12-24 12:59:44;9592;AAAAAAAAAH;AAAAAAAAAG;2016-12-20;QA;Other;13931;8;US$500,00;0;0;26;8;8;0;0;US$1.550,00;US$600,00;US$500,00
3981;3982;2016-12-24 04:01:26;11059;AAAAAAAAAH;AAAAAAAAAO;2016-12-22;Develop;Node.js,ReactJS;4133;2;US$500,00;0;0;24;2;2;0;0;US$1.630,00;US$600,00;US$800,00
3982;3983;2016-12-23 18:02:45;11626;AAAAAAAADK;AAAAAAAAAH;2016-12-20;Develop;Node.js;9170;4;US$200,00;0;0;19;4;4;0;0;US$482,00;US$0,00;US$350,00
3983;3984;2016-12-23 09:44:02;11695;AAAAAAAAAH;AAAAAAAAAH;2016-12-18;Develop;JavaScript,ReactJS;9902;3;US$450,00;0;0;32;3;3;0;0;US$902,00;US$0,00;US$650,00
3984;3985;2016-12-23 21:03:13;9567;AAAAAAAAAH;AAAAAAAAAA;2016-12-18;Develop;.NET,ASP.NET,Angular.js,C#,JavaScript,REST,SQL Server,Vertica;9409;1;US$1.200,00;0;0;27;1;1;0;0;US$2.232,00;US$600,00;US$2.400,00
3985;3986;2016-12-23 08:10:32;11584;AAAAAAAAAH;AAAAAAAAAK;2016-12-13;Design;0;33167;4;US$1.000,00;0;11;53;5;4;0;11;US$2.300,00;US$300,00;US$1.900,00
3987;3988;2016-12-22 18:03:16;11458;AAAAAAAAGI;AAAAAAAAAH;2016-12-08;Develop;Predix;20413;4;US$0,00;0;0;38;4;3;0;0;US$500,00;US$0,00;US$0,00
3988;3989;2016-12-22 10:47:46;11029;AAAAAAAAAH;AAAAAAAAAS;2016-12-17;Develop;Angular.js,CSS,HTML5,JavaScript;0;0;US$2.000,00;0;0;33;0;0;0;0;US$0,00;US$0,00;US$3.000,00
3989;3990;2016-12-21 20:04:11;9512;AAAAAAAAAH;AAAAAAAAAM;2016-12-16;Develop;Elasticsearch,Java,JavaScript,Node.js;0;0;US$300,00;0;0;25;0;0;0;0;US$0,00;US$0,00;US$450,00
3990;3991;2016-12-21 05:00:55;11565;AAAAAAAADJ;AAAAAAAAAD;2016-12-08;Design;0;25507;6;US$1.500,00;0;27;53;6;6;0;24;US$3.525,00;US$600,00;US$2.750,00
3991;3992;2016-12-21 06:17:37;10615;AAAAAAAAEV;AAAAAAAACI;2016-12-08;Design;0;18330;4;US$1.200,00;0;5;38;4;4;0;4;US$2.925,00;US$600,00;US$2.375,00
3992;3993;2016-12-20 17:12:42;11059;AAAAAAAADP;AAAAAAAAAH;2016-12-15;Develop;ReactJS;12121;5;US$900,00;0;0;28;5;4;0;0;US$3.284,00;US$0,00;US$1.700,00
3993;3994;2016-12-20 09:01:03;9391;AAAAAAAADJ;AAAAAAAAAE;2016-12-15;Develop;C++;11515;4;US$1.200,00;0;0;26;4;3;0;0;US$3.192,00;US$600,00;US$1.800,00
3994;3995;2016-12-20 21:04:31;11488;AAAAAAAAAH;AAAAAAAAAI;2016-12-14;Develop;HTML,JavaScript;11968;2;US$1.150,00;0;0;42;2;1;0;0;US$2.279,00;US$600,00;US$1.725,00
3995;3996;2016-12-20 17:14:11;9610;AAAAAAAADP;AAAAAAAAAA;2016-12-15;Develop;.NET,ASP.NET,Angular.js,C#,HTML5,JavaScript,REST,SQL Server;9335;2;US$1.500,00;0;0;32;2;1;0;0;US$2.790,00;US$600,00;US$2.250,00
3996;3997;2016-12-19 13:09:22;11572;AAAAAAAAEV;AAAAAAAAAS;2016-12-09;Design;0;15586;9;US$1.000,00;0;19;48;10;9;0;18;US$2.725,00;US$600,00;US$2.025,00
3997;3998;2016-12-19 17:00:13;11458;AAAAAAAAGI;AAAAAAAAAH;2016-12-05;Develop;Predix;20623;3;US$0,00;0;0;47;3;3;0;0;US$500,00;US$0,00;US$0,00
3998;3999;2016-12-18 09:02:35;9998;AAAAAAAAAH;AAAAAAAAAE;2016-12-13;Develop;Node.js;9920;6;US$700,00;0;0;38;6;6;0;0;US$2.252,00;US$600,00;US$1.050,00
3999;4000;2016-12-18 21:02:47;11138;AAAAAAAAAH;AAAAAAAAAA;2016-12-16;QA;Angular.js,Java,JavaScript,PostgreSQL,SQL;4494;5;US$600,00;0;0;17;5;5;0;0;US$1.250,00;US$600,00;US$600,00
4000;4001;2016-12-18 02:39:48;11109;AAAAAAAAAG;AAAAAAAAAG;2016-12-12;Develop;Ionic,JavaScript,Salesforce,iOS;0;0;US$1.100,00;0;0;31;0;0;0;0;US$0,00;US$0,00;US$1.650,00
4001;4002;2016-12-18 08:01:28;10618;AAAAAAAADK;AAAAAAAAAG;2016-12-13;Develop;Angular.js,JavaScript,Salesforce;9976;4;US$1.500,00;0;0;31;4;4;0;0;US$3.840,00;US$600,00;US$2.250,00
4002;4003;2016-12-17 09:02:15;10631;AAAAAAAAAH;AAAAAAAAAA;2016-12-15;QA;.NET,ASP.NET,Angular.js,C#,REST,SQL Server;4617;6;US$300,00;0;0;17;6;6;0;0;US$950,00;US$600,00;US$300,00
4003;4004;2016-12-17 23:03:35;10618;AAAAAAAADK;AAAAAAAAAA;2016-12-12;Develop;CSS,HTML5,JavaScript;16596;4;US$1.400,00;0;0;41;4;2;0;0;US$3.558,00;US$600,00;US$2.100,00
4004;4005;2016-12-17 06:00:36;10618;AAAAAAAADK;AAAAAAAAAG;2016-12-13;Develop;Angular.js,Force.com Sites,HTML,HTML5,JavaScript,Salesforce;8507;3;US$1.500,00;0;0;31;3;3;0;0;US$3.270,00;US$600,00;US$2.250,00
4005;4006;2016-12-16 13:01:45;9611;AAAAAAAAAH;AAAAAAAAAL;2016-12-14;QA;HTML;4290;5;US$600,00;0;0;17;5;4;0;0;US$1.315,00;US$600,00;US$600,00
4006;4007;2016-12-16 08:00:56;11478;AAAAAAAADO;AAAAAAAAAS;2016-11-29;Design;0;32419;10;US$1.200,00;0;21;45;11;10;0;20;US$3.075,00;US$600,00;US$2.300,00
4007;4008;2016-12-15 19:10:08;9521;AAAAAAAAAH;AAAAAAAAAE;2016-12-10;Develop;iOS;14345;3;US$650,00;0;0;18;3;3;0;0;US$1.939,00;US$600,00;US$975,00
4008;4009;2016-12-15 19:24:18;9521;AAAAAAAAAH;AAAAAAAAAE;2016-12-10;Develop;iOS;12811;2;US$500,00;0;0;21;2;2;0;0;US$1.580,00;US$600,00;US$750,00
4009;4010;2016-12-15 03:00:17;11059;AAAAAAAADP;AAAAAAAAAO;2016-12-08;Develop;Node.js,ReactJS;13675;5;US$1.300,00;0;0;56;5;2;0;0;US$3.588,00;US$600,00;US$2.000,00
4010;4011;2016-12-15 17:01:45;11458;AAAAAAAAGI;AAAAAAAAAH;2016-12-01;Develop;Predix;20501;23;US$0,00;0;0;79;23;23;0;0;US$500,00;US$0,00;US$0,00
4011;4012;2016-12-14 18:46:38;9521;AAAAAAAAAH;AAAAAAAAAE;2016-12-10;Develop;iOS;11519;3;US$600,00;0;0;19;3;3;0;0;US$1.836,00;US$600,00;US$900,00
4012;4013;2016-12-14 18:24:41;9521;AAAAAAAAAH;AAAAAAAAAE;2016-12-10;Develop;iOS;11168;5;US$700,00;0;0;21;5;5;0;0;US$2.182,00;US$600,00;US$1.050,00
4013;4014;2016-12-14 09:06:05;9599;AAAAAAAAAH;AAAAAAAAAE;2016-12-07;Develop;C++;13330;2;US$1.200,00;0;0;33;2;1;0;0;US$2.352,00;US$600,00;US$1.800,00
4014;4015;2016-12-14 06:00:05;11480;AAAAAAAAAH;AAAAAAAAAS;2016-11-30;Design;0;28773;6;US$1.800,00;0;11;55;7;6;0;10;US$4.200,00;US$600,00;US$3.500,00
4015;4016;2016-12-13 20:37:26;11572;AAAAAAAAAH;AAAAAAAAAV;2016-12-09;Develop;Hibernate,Java,Maven,SQL Server,Spring;7204;3;US$1.000,00;0;0;35;3;3;0;0;US$2.680,00;US$600,00;US$1.500,00
4016;4017;2016-12-13 09:01:43;9599;AAAAAAAAAH;AAAAAAAAAE;2016-12-09;Develop;Node.js;11419;6;US$600,00;0;0;30;6;5;0;0;US$2.016,00;US$600,00;US$900,00
4017;4018;2016-12-13 13:01:42;11059;AAAAAAAADP;AAAAAAAAAO;2016-12-09;Develop;Node.js;8495;4;US$1.200,00;0;0;24;4;4;0;0;US$4.192,00;US$600,00;US$2.500,00
4018;4019;2016-12-13 09:01:25;11379;AAAAAAAAAH;AAAAAAAAAI;2016-12-08;Develop;Angular.js,Express,HTML5,MongoDB,Node.js;9420;3;US$1.350,00;0;0;42;3;2;0;0;US$3.406,00;US$600,00;US$2.050,00
4019;4020;2016-12-13 06:01:32;11269;AAAAAAAAGK;AAAAAAAAAC;2016-12-08;Design;0;15231;19;US$1.300,00;0;0;40;19;19;0;0;US$2.975,00;US$600,00;US$2.200,00
4020;4021;2016-12-12 01:00:25;9623;AAAAAAAADT;AAAAAAAAAA;2016-12-07;Develop;.NET,Angular.js,C#,HTML5,IIS,REST,SQL Server;15716;1;US$1.400,00;0;0;29;2;1;0;0;US$2.942,00;US$600,00;US$2.100,00
4021;4022;2016-12-12 09:03:02;11458;AAAAAAAAGI;AAAAAAAAAH;2016-11-28;Develop;Predix;20762;46;US$0,00;0;0;143;46;44;0;0;US$500,00;US$0,00;US$0,00
4022;4023;2016-12-11 21:00:21;9512;AAAAAAAAAH;AAAAAAAAAM;2016-12-06;Develop;Docker,Node.js;9907;1;US$1.000,00;0;0;33;1;1;0;0;US$1.960,00;US$600,00;US$1.400,00
4023;4024;2016-12-11 05:00:45;11104;AAAAAAAAFL;AAAAAAAAAH;2016-12-09;Develop;Android,Angular.js,JavaScript;0;0;US$1.000,00;0;0;15;0;0;0;0;US$0,00;US$0,00;US$1.500,00
4025;4026;2016-12-11 21:25:05;11059;AAAAAAAAAH;AAAAAAAAAO;2016-12-07;Develop;Node.js;8227;5;US$800,00;0;0;32;5;5;0;0;US$2.408,00;US$600,00;US$1.200,00
4026;4027;2016-12-11 12:30:17;11378;AAAAAAAADK;AAAAAAAACJ;2016-12-08;Develop;Angular.js,Java,Oracle 10g;5985;1;US$400,00;0;0;14;1;1;0;0;US$1.072,00;US$600,00;US$600,00
4027;4028;2016-12-10 16:13:26;11104;AAAAAAAADR;AAAAAAAAAH;2016-12-09;Develop;Android,Angular.js,JavaScript;4043;1;US$800,00;0;0;13;1;1;0;0;US$800,00;US$0,00;US$1.200,00
4028;4029;2016-12-10 16:13:15;11136;AAAAAAAAAH;AAAAAAAACM;2016-12-05;Develop;JavaScript,Node.js;8453;2;US$1.300,00;0;0;34;2;1;0;0;US$2.700,00;US$600,00;US$2.100,00
4029;4030;2016-12-10 17:52:27;11059;AAAAAAAADP;AAAAAAAAAO;2016-12-06;Develop;ReactJS;8287;1;US$1.000,00;0;0;30;1;1;0;0;US$1.960,00;US$600,00;US$1.800,00
4031;4032;2016-12-09 08:01:32;11489;AAAAAAAADO;AAAAAAAAAQ;2016-11-30;Design;0;13034;3;US$1.000,00;0;5;18;5;3;0;5;US$2.500,00;US$600,00;US$1.875,00
4032;4033;2016-12-09 00:01:18;9598;AAAAAAAAGC;AAAAAAAAAH;2016-12-02;Develop;Node.js;12960;6;US$800,00;0;0;43;6;4;0;0;US$1.988,00;US$0,00;US$1.300,00
4033;4034;2016-12-09 05:34:14;9592;AAAAAAAAAH;AAAAAAAAAG;2016-12-03;Develop;Angular.js,JavaScript,Node.js;11198;2;US$1.200,00;0;0;45;2;2;0;0;US$2.952,00;US$600,00;US$1.800,00
4034;4035;2016-12-09 19:00:22;9592;AAAAAAAADL;AAAAAAAAAG;2016-12-02;Develop;Android,Node.js,PostgreSQL;0;4;US$1.600,00;0;0;62;4;4;0;0;US$4.056,00;US$600,00;US$2.400,00
4035;4036;2016-12-09 06:02:12;9610;AAAAAAAADP;AAAAAAAAAA;2016-12-05;Develop;.NET,ASP.NET,Angular.js,C#,CSS,JavaScript,REST,SQL Server,Vertica;6521;1;US$1.200,00;0;0;17;1;1;0;0;US$2.432,00;US$800,00;US$1.800,00
4036;4037;2016-12-09 08:04:42;11513;AAAAAAAAAH;AAAAAAAAAK;2016-12-02;Design;0;25918;45;US$600,00;0;50;55;50;45;0;49;US$1.975,00;US$600,00;US$1.250,00
4037;4038;2016-12-08 09:59:10;11059;AAAAAAAADP;AAAAAAAAAO;2016-12-01;Develop;Node.js,ReactJS;12255;2;US$1.200,00;0;0;41;2;1;0;0;US$2.502,00;US$600,00;US$2.000,00
4038;4039;2016-12-08 09:00:06;11138;AAAAAAAAAH;AAAAAAAAAA;2016-12-02;Develop;Angular.js,CSS,HTML5,Java,JavaScript,Oracle 10g,PostgreSQL,REST;17511;2;US$900,00;0;0;14;2;2;0;0;US$2.487,00;US$600,00;US$1.350,00
4039;4040;2016-12-08 21:13:29;10631;AAAAAAAAAH;AAAAAAAAAA;2016-12-01;Develop;.NET,ASP.NET,Active Directory,Angular.js,C#,CSS,HTML5,JavaScript,REST,SQL Server;15008;1;US$1.400,00;0;0;17;1;1;0;0;US$2.928,00;US$600,00;US$2.100,00
4041;4042;2016-12-06 10:01:54;11059;AAAAAAAAAH;AAAAAAAAAO;2016-12-01;Develop;ReactJS;8357;1;US$1.200,00;0;0;33;1;0;0;0;US$432,00;US$0,00;US$2.000,00
4042;4043;2016-12-06 04:02:18;11466;AAAAAAAAAH;AAAAAAAAAA;2016-12-02;Develop;Node.js,REST;7064;3;US$1.000,00;0;0;37;3;1;0;0;US$2.160,00;US$600,00;US$1.500,00
4043;4044;2016-12-06 15:01:14;9512;AAAAAAAAAH;AAAAAAAAAM;2016-12-01;Develop;Docker,Node.js;0;0;US$800,00;0;0;26;0;0;0;0;US$0,00;US$0,00;US$1.200,00
4044;4045;2016-12-06 10:02:04;11059;AAAAAAAADP;AAAAAAAAAO;2016-12-01;Develop;Node.js,ReactJS;9396;3;US$1.200,00;0;0;33;3;3;0;0;US$3.272,00;US$600,00;US$2.000,00
4045;4046;2016-12-05 08:00:43;10618;AAAAAAAAGL;AAAAAAAAAS;2016-11-23;Design;0;21284;5;US$1.500,00;0;9;39;5;5;0;9;US$3.825,00;US$600,00;US$3.050,00
4046;4047;2016-12-05 09:01:32;9599;AAAAAAAAAH;AAAAAAAAAE;2016-12-01;Develop;Node.js;8730;3;US$550,00;0;0;20;3;2;0;0;US$1.723,76;US$600,00;US$825,00
4047;4048;2016-12-05 07:11:57;11059;AAAAAAAAAH;AAAAAAAAAS;2016-11-24;Design;0;22669;6;US$1.500,00;0;8;35;9;6;0;7;US$3.825,00;US$600,00;US$3.050,00
4049;4050;2016-12-05 01:22:20;9610;AAAAAAAAAH;AAAAAAAAAA;2016-11-30;Develop;.NET,ASP.NET,Angular.js,C#,CSS,JavaScript,REST,SQL Server,Vertica;0;0;US$1.200,00;0;0;24;0;0;0;0;US$0,00;US$0,00;US$1.800,00
4050;4051;2016-12-05 00:01:42;9615;AAAAAAAADP;AAAAAAAAAA;2016-11-28;Develop;Android,Angular.js,HTML5,JPA,Java,JavaScript,MySQL,REST;12960;1;US$1.500,00;0;0;43;1;1;0;0;US$2.640,00;US$600,00;US$2.250,00
4051;4052;2016-12-05 05:13:22;11427;AAAAAAAAAH;AAAAAAAAAK;2016-11-23;Design;0;19864;29;US$600,00;0;28;54;32;29;0;27;US$2.025,00;US$600,00;US$1.250,00
4052;4053;2016-12-04 09:01:39;9521;AAAAAAAAAH;AAAAAAAAAE;2016-11-30;Develop;Swift;8728;3;US$800,00;0;0;23;3;2;0;0;US$2.234,56;US$600,00;US$1.200,00
4053;4054;2016-12-04 09:01:19;9599;AAAAAAAAAH;AAAAAAAAAE;2016-11-30;Develop;Node.js;10065;6;US$500,00;0;0;29;6;4;0;0;US$1.780,00;US$600,00;US$750,00
4054;4055;2016-12-04 11:15:52;9512;AAAAAAAAAH;AAAAAAAAAM;2016-11-27;Develop;Docker,Java;12880;4;US$800,00;0;0;44;4;2;0;0;US$2.328,00;US$600,00;US$1.200,00
4055;4056;2016-12-03 17:01:17;11378;AAAAAAAADK;AAAAAAAAAS;2016-11-21;Design;0;25132;4;US$1.800,00;0;4;27;4;4;0;4;US$4.225,00;US$600,00;US$3.775,00
4056;4057;2016-12-03 16:45:48;11136;AAAAAAAAAH;AAAAAAAACM;2016-11-28;Develop;JavaScript,Node.js;8505;2;US$1.100,00;0;0;30;2;2;0;0;US$2.756,00;US$600,00;US$1.650,00
4058;4059;2016-12-02 08:05:24;11332;AAAAAAAADL;AAAAAAAAAS;2016-11-21;Design;0;22954;5;US$1.500,00;0;8;38;7;5;0;7;US$3.525,00;US$600,00;US$2.750,00
4059;4060;2016-12-02 21:01:25;8576;AAAAAAAADF;AAAAAAAAAA;2016-11-27;Develop;Java,PostgreSQL,REST,SQL;15810;1;US$1.300,00;0;0;30;1;1;0;0;US$2.701,00;US$600,00;US$1.950,00
4060;4061;2016-12-01 09:03:40;11059;AAAAAAAADP;AAAAAAAAAO;2016-11-28;Develop;Node.js,ReactJS;0;0;US$1.000,00;0;0;32;0;0;0;0;US$0,00;US$0,00;US$1.600,00
4061;4062;2016-12-01 09:00:41;11059;AAAAAAAADP;AAAAAAAAAO;2016-11-28;Develop;Node.js,ReactJS;0;0;US$1.000,00;0;0;29;0;0;0;0;US$0,00;US$0,00;US$1.600,00
4062;4063;2016-12-01 09:00:52;11059;AAAAAAAADP;AAAAAAAAAO;2016-11-28;Develop;Node.js,ReactJS;5311;2;US$1.000,00;0;0;31;2;1;0;0;US$2.060,00;US$600,00;US$1.600,00
4063;4064;2016-12-01 08:59:07;11059;AAAAAAAAAH;AAAAAAAAAO;2016-11-28;Develop;ReactJS;0;0;US$1.200,00;0;0;40;0;0;0;0;US$0,00;US$0,00;US$1.800,00
4064;4065;2016-11-30 11:06:48;11059;AAAAAAAADP;AAAAAAAAAO;2016-11-27;Develop;API,Node.js;6632;5;US$1.100,00;0;0;47;5;3;0;0;US$4.136,00;US$600,00;US$1.900,00
4065;4066;2016-11-30 14:46:41;11059;AAAAAAAADP;AAAAAAAAAH;2016-11-29;Develop;C++;8371;9;US$200,00;0;0;25;9;6;0;0;US$591,00;US$0,00;US$400,00
4066;4067;2016-11-30 00:49:19;9623;AAAAAAAADT;AAAAAAAAAA;2016-11-24;Develop;.NET,Angular.js,C#,IIS,REST,SQL Server;14854;3;US$1.400,00;0;0;35;3;2;0;0;US$3.985,00;US$600,00;US$2.100,00
4067;4068;2016-11-29 08:00:29;10618;AAAAAAAAAB;AAAAAAAAAG;2016-11-25;Develop;Android,JavaScript,iOS;8640;2;US$1.200,00;0;0;30;2;2;0;0;US$2.676,00;US$600,00;US$1.800,00
4068;4069;2016-11-29 23:33:59;11104;AAAAAAAAAH;AAAAAAAAAG;2016-11-24;Develop;Android,Angular.js,CSS,HTML5,JavaScript;7714;1;US$1.200,00;0;0;43;1;0;0;0;US$0,00;US$0,00;US$1.800,00
4069;4070;2016-11-28 03:33:54;9610;AAAAAAAAAH;AAAAAAAAAA;2016-11-19;Develop;.NET,ASP.NET,Angular.js,C#,HTML5,IIS,SQL Server,Windows Server;16417;1;US$1.500,00;0;0;25;1;1;0;0;US$2.790,00;US$600,00;US$2.250,00
4070;4071;2016-11-28 11:04:32;11405;AAAAAAAAGM;AAAAAAAAAS;2016-11-22;Design;0;9717;5;US$1.500,00;0;8;35;5;5;0;8;US$3.750,00;US$600,00;US$3.050,00
4071;4072;2016-11-28 06:04:10;11269;AAAAAAAAGK;AAAAAAAAAC;2016-11-18;Design;0;15376;7;US$1.900,00;0;15;34;7;7;0;15;US$4.475,00;US$600,00;US$3.500,00
4072;4073;2016-11-25 07:00:08;10868;AAAAAAAAGJ;AAAAAAAACN;2016-11-20;Data Science;Data Science,Java,Maven;10070;1;US$1.200,00;0;0;41;1;1;0;0;US$2.232,00;US$600,00;US$1.800,00
4073;4074;2016-11-25 06:39:03;10975;AAAAAAAAAH;AAAAAAAAAK;2016-11-19;Develop;CSS,HTML5,JavaScript,jQuery;15151;5;US$1.500,00;0;0;46;5;4;0;0;US$4.020,00;US$600,00;US$2.250,00
4074;4075;2016-11-25 08:17:33;11337;AAAAAAAAAH;AAAAAAAAAB;2016-11-12;Design;0;27301;8;US$1.825,00;0;18;59;14;8;0;17;US$4.000,00;US$600,00;US$3.225,00
4075;4076;2016-11-25 06:01:03;11059;AAAAAAAADP;AAAAAAAAAO;2016-11-22;Develop;JavaScript,Node.js,ReactJS;7042;5;US$900,00;0;0;37;5;2;0;0;US$2.884,00;US$600,00;US$1.600,00
4076;4077;2016-11-24 18:59:30;9610;AAAAAAAAAH;AAAAAAAAAA;2016-11-16;Develop;.NET,ASP.NET,Angular.js,C#,CSS,HTML5,REST,SQL,SQL Server,Vertica;14739;1;US$1.800,00;0;0;32;1;1;0;0;US$3.048,00;US$600,00;US$2.700,00
4077;4078;2016-11-23 12:30:26;9599;AAAAAAAAAH;AAAAAAAAAE;2016-11-21;QA;Node.js;5066;4;US$350,00;0;0;14;4;4;0;0;US$1.000,00;US$600,00;US$350,00
4078;4079;2016-11-23 02:15:21;9512;AAAAAAAAAH;AAAAAAAAAM;2016-11-18;Develop;Docker,Java;9721;3;US$700,00;0;0;31;3;1;0;0;US$1.692,00;US$600,00;US$1.050,00
4079;4080;2016-11-23 06:00:13;10858;AAAAAAAAAH;AAAAAAAAAC;2016-11-05;Design;0;37188;5;US$1.500,00;0;17;41;6;5;0;17;US$3.425,00;US$600,00;US$2.750,00
4080;4081;2016-11-23 10:54:21;10634;AAAAAAAAAH;AAAAAAAAAE;2016-11-21;Develop;iOS;5205;3;US$400,00;0;0;18;3;3;0;0;US$1.312,00;US$600,00;US$600,00
4081;4082;2016-11-22 13:01:31;11104;AAAAAAAAAH;AAAAAAAAAG;2016-11-17;Develop;JavaScript,Node.js;9549;3;US$1.200,00;0;0;42;3;2;0;0;US$3.072,00;US$600,00;US$1.800,00
4082;4083;2016-11-22 08:01:20;10774;AAAAAAAAAH;AAAAAAAACO;2016-11-03;Design;0;35730;3;US$1.500,00;0;11;32;3;3;0;11;US$3.200,00;US$600,00;US$2.700,00
4083;4084;2016-11-22 08:05:51;11261;AAAAAAAAAH;AAAAAAAAAD;2016-11-03;Design;0;49043;5;US$1.400,00;0;14;29;5;5;0;13;US$3.125,00;US$600,00;US$2.350,00
4084;4085;2016-11-22 08:01:34;11109;AAAAAAAADN;AAAAAAAAAC;2016-11-09;Design;0;20566;5;US$1.000,00;0;10;48;5;5;0;10;US$2.600,00;US$600,00;US$1.825,00
4085;4086;2016-11-22 14:01:35;11246;AAAAAAAAAH;AAAAAAAAAA;2016-11-19;Develop;Node.js,PostgreSQL,REST;5698;2;US$500,00;0;0;24;2;2;0;0;US$1.580,00;US$600,00;US$750,00
4086;4087;2016-11-22 17:06:17;11136;AAAAAAAADE;AAAAAAAAAH;2016-11-17;Develop;JavaScript,Node.js;9214;3;US$1.000,00;0;0;35;3;2;0;0;US$2.060,00;US$0,00;US$1.500,00
4087;4088;2016-11-22 15:07:31;9738;AAAAAAAAAH;AAAAAAAAAE;2016-11-16;Develop;C++;15150;4;US$1.300,00;0;0;20;4;2;0;0;US$3.382,26;US$600,00;US$1.950,00
4088;4089;2016-11-21 12:01:48;11404;AAAAAAAADP;AAAAAAAAAH;2016-11-21;Develop;Other;0;7;US$0,00;0;0;9;7;7;0;0;US$0,00;US$0,00;US$0,00
4089;4090;2016-11-21 12:02:00;11404;AAAAAAAADP;AAAAAAAAAH;2016-11-21;Develop;Other;0;1;US$0,00;0;0;8;1;1;0;0;US$0,00;US$0,00;US$0,00
4090;4091;2016-11-21 12:01:55;11404;AAAAAAAADP;AAAAAAAAAH;2016-11-21;Develop;Other;0;7;US$0,00;0;0;8;7;7;0;0;US$2.000,00;US$0,00;US$0,00
4091;4092;2016-11-21 12:40:07;10416;AAAAAAAAEV;AAAAAAAAAH;2016-11-21;Design;0;0;8;US$0,00;0;0;8;8;8;0;0;US$0,00;US$0,00;US$0,00
4092;4093;2016-11-21 03:01:32;11394;AAAAAAAAGM;AAAAAAAAAC;2016-11-18;Design;0;8604;47;US$2.000,00;0;0;51;48;47;0;0;US$6.925,00;US$600,00;US$5.750,00
4093;4094;2016-11-21 05:04:37;11294;AAAAAAAAAH;AAAAAAAAAK;2016-11-07;Design;0;40514;6;US$1.200,00;0;20;64;6;6;0;19;US$3.150,00;US$600,00;US$2.375,00
4095;4096;2016-11-21 21:01:39;10634;AAAAAAAAAH;AAAAAAAAAE;2016-11-17;Develop;Swift,iOS;12363;7;US$1.200,00;0;0;33;7;5;0;0;US$3.552,00;US$600,00;US$1.800,00
4096;4097;2016-11-20 12:02:19;11404;AAAAAAAADP;AAAAAAAAAH;2016-11-20;Develop;Node.js;0;0;US$9,00;0;0;2;0;0;0;0;US$0,00;US$0,00;US$18,00
4097;4098;2016-11-20 09:01:52;11059;AAAAAAAAAH;AAAAAAAAAO;2016-11-15;Develop;API,Other;11515;3;US$1.000,00;0;0;35;3;2;0;0;US$2.660,00;US$600,00;US$1.500,00
4099;4100;2016-11-20 21:01:01;11404;AAAAAAAADP;AAAAAAAAAH;2016-11-20;Develop;Other;0;2;US$0,00;0;0;10;2;2;0;0;US$0,00;US$0,00;US$0,00
4100;4101;2016-11-20 21:26:02;11104;AAAAAAAAAH;AAAAAAAAAS;2016-11-15;Develop;CSS,HTML,JQuery,JavaScript;12608;4;US$1.800,00;0;0;40;4;2;0;0;US$4.566,00;US$600,00;US$2.700,00
4101;4102;2016-11-20 09:01:30;9391;AAAAAAAADJ;AAAAAAAAAE;2016-11-15;Develop;C++;12883;1;US$1.200,00;0;0;20;1;1;0;0;US$2.232,00;US$600,00;US$1.800,00
4102;4103;2016-11-20 12:00:55;11404;AAAAAAAADP;AAAAAAAAAH;2016-11-20;Develop;JavaScript;0;8;US$0,00;0;0;14;8;8;0;0;US$2.500,00;US$0,00;US$0,00
4103;4104;2016-11-20 15:59:48;11404;AAAAAAAADP;AAAAAAAAAH;2016-11-20;Develop;Other;0;7;US$0,00;0;0;9;7;7;0;0;US$2.000,00;US$0,00;US$0,00
4104;4105;2016-11-20 16:45:41;10416;AAAAAAAAEV;AAAAAAAAAH;2016-11-20;Design;0;0;8;US$0,00;0;0;8;8;8;0;0;US$0,00;US$0,00;US$0,00
4105;4106;2016-11-20 13:13:30;10631;AAAAAAAAAH;AAAAAAAAAA;2016-11-15;Develop;.NET,ASP.NET,Active Directory,Angular.js,C#,CSS,HTML5,REST,SQL Server;23473;1;US$1.200,00;0;0;24;2;1;0;0;US$2.400,00;US$600,00;US$1.800,00
4106;4107;2016-11-20 12:45:23;10416;AAAAAAAAEV;AAAAAAAAAD;2016-11-20;Develop;CSS,JavaScript;0;7;US$0,00;0;0;7;7;7;0;0;US$0,00;US$0,00;US$0,00
4107;4108;2016-11-20 09:02:16;11059;AAAAAAAAAH;AAAAAAAAAO;2016-11-15;Develop;API,Node.js,Other;10095;4;US$800,00;0;0;37;4;3;0;0;US$2.428,00;US$600,00;US$1.300,00
4108;4109;2016-11-20 16:04:03;11328;AAAAAAAADL;AAAAAAAAAH;2016-11-20;Develop;API,Node.js;1138;3;US$800,00;0;0;14;3;1;0;0;US$1.024,00;US$0,00;US$1.700,00
